Current road restrictions
ID,Road,Name,District,Latitude,Longitude,RoadClass,Planned,SeverityOverride,Source,CreatedTime,LastUpdated,StartTime,EndTime,WorkPeriod,Expired,Signing,Notification,WorkEventType,Contractor,PermitType,Description,SpecialEvent,FromRoad,ToRoad,AtRoad,DirectionsAffected,Type,SubType,ScheduleMonday,ScheduleTuesday,ScheduleWednesday,ScheduleThursday,ScheduleFriday,ScheduleSaturday,ScheduleSunday,ScheduleEveryday,URL,GeoPolyline,MaxImpact,CurrImpact
"Tor-RD52026-1735","Gracey Blvd","Gracey Blvd 16 m West of Kipling Ave to 3 m West of Kipling Ave","ETOBICOKE","43.683580","-79.553990","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778073190000","1780084809000","1779282000000","1780516800000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Sunrise Contracting Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: ROAD CUT REPAIR AT GRACEY BLVD AND KIPLING.  CITY OF TORONTO CONTRACT 24TW-DC-313OCS - TORONTO WATER UTILITY CUT REPAIRS.

2 WEEK WINDOW DUE TO AMOUNT OF LOCATIONS THAT CAN BE COMPLETED AND WEATHER PERMITTING AND WE ANT TO COMPLETE DURING AN APPROVAL TIME.","No","Kipling Ave","Kipling Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.553990,43.683580],[-79.553840,43.683620]","Low","Low"
"Tor-RD1H2026-765-7","Stoneglen Dr","Stoneglen Dr 24 m Southeast of Thicket Rd to 50 m Northwest of Thornbush Cres","ETOBICOKE","43.639510","-79.578800","Local Road","1","0","Toronto Hydro","1777384324000","1780084809000","1777892400000","1781208000000","Weekdays","0","","","Toronto Hydro","Powerline Plus","Toronto Hydro","Toronto-TMC: Form 1H - Application for work initiated by Hydro Only
Permit Status: Approved","No","Thicket Rd","Thornbush Cres","","BOTH_DIRECTIONS","ROAD_CLOSED","ROAD_CLOSED_CONSTRUCTION","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.578800,43.639510],[-79.578790,43.639500],[-79.578680,43.639430],[-79.578550,43.639340],[-79.578490,43.639280]","Low","Low"
"Tor-RD52026-2205-1","Bayview Ave","Bayview Ave 101 m South of Sutherland Dr to 79 m South of Sutherland Dr","EAST YORK and TORONTO","43.697860","-79.372170","Major Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779999483000","1780084809000","1779973200000","1781121600000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Full Length Trenchless Rehabilitation of Existing Gravity Sewers and Related Works
The crew will be working simultaneously from one manhole to another. The lining process rehabilitates the pipe internally and requires access between both manholes for installation. 

Lane closure will only be implemented  during active work periods. Every effort will be made to minimize traffic disruption. The crew will mobilize to multiple locations within the approved limits and complete as feasible per day, depending on pipe conditions and site constraints. We will advise if we finish sooner than expected.","No","Sutherland Dr","Sutherland Dr","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.372170,43.697860],[-79.372240,43.698050]","High","High"
"Tor-RD52026-2040","Winter Gardens Trl","Winter Gardens Trl 106 m North of Golders Green Ave to 84 m North of Golders Green Ave","SCARBOROUGH","43.784410","-79.137790","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779625770000","1780084809000","1779800400000","1780430400000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: City Contract -- City Contract 24TW-DC-314OCS Permanent Surface Reinstatement for Toronto Water Repairs at Various Locations within the City Of Toronto","No","Golders Green Ave","Golders Green Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.137790,43.784410],[-79.137770,43.784360],[-79.137750,43.784290],[-79.137720,43.784220]","Low","Low"
"Tor-RD52026-2205-2","Bayview Ave","Bayview Ave 54 m South of Sutherland Dr to 29 m South of Sutherland Dr","EAST YORK and TORONTO","43.698260","-79.372320","Major Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779999483000","1780084809000","1779973200000","1781121600000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Full Length Trenchless Rehabilitation of Existing Gravity Sewers and Related Works
The crew will be working simultaneously from one manhole to another. The lining process rehabilitates the pipe internally and requires access between both manholes for installation. 

Lane closure will only be implemented  during active work periods. Every effort will be made to minimize traffic disruption. The crew will mobilize to multiple locations within the approved limits and complete as feasible per day, depending on pipe conditions and site constraints. We will advise if we finish sooner than expected.","No","Sutherland Dr","Sutherland Dr","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.372320,43.698260],[-79.372410,43.698480]","High","High"
"Tor-RD52026-2210-1","Laird Dr","Laird Dr from Parkhurst Blvd to Ln S Vanderhoof E Laird","EAST YORK","43.710900","-79.363710","Major Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779714317000","1780084809000","1779886800000","1781899200000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Full Length Trenchless Rehabilitation of Existing Gravity Sewers and Related Works
The crew will be working simultaneously from one manhole to another. The lining process rehabilitates the pipe internally and requires access between both manholes for installation. 

Lane closure will only be implemented  during active work periods. Every effort will be made to minimize traffic disruption. The crew will mobilize to multiple locations within the approved limits and complete as feasible per day, depending on pipe conditions and site constraints. We will advise if we finish sooner than expected.","No","Parkhurst Blvd","Ln S Vanderhoof E Laird","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.363710,43.710900],[-79.363890,43.711340]","High","High"
"Tor-RD52026-1069-4","Kipling Ave","Kipling Ave 25 m North of Goswell Rd to 25 m South of Goswell Rd","ETOBICOKE","43.649310","-79.538640","Major Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1779986713000","1780084809000","1779886800000","1780689600000","Weekdays","0","","","{"tabledata":[{"Option":"Transportation Services"","Stratton Prime Drilling Inc","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Coordinated Toronto Water and Transportation Services Program Assignments","No","Goswell Rd","Goswell Rd","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.538640,43.649310],[-79.538540,43.649100],[-79.538540,43.649100],[-79.538450,43.648880]","High","High"
"Tor-RD52026-2039","Cockburn Dr","Cockburn Dr 122 m North of Conference Blvd to 130 m North of Conference Blvd","SCARBOROUGH","43.783020","-79.147220","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1779627621000","1780084809000","1779800400000","1780430400000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: City Contract -- City Contract 24TW-DC-314OCS Permanent Surface Reinstatement for Toronto Water Repairs at Various Locations within the City Of Toronto","No","Conference Blvd","Conference Blvd","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.147220,43.783020],[-79.146970,43.783070],[-79.146970,43.783070]","Low","Low"
"Tor-RD042026-506-5","Pape Ave","Pape Ave 14 m North of Browning Ave to 22 m North of Browning Ave","EAST YORK","43.683310","-79.346500","Major Arterial Road","1","0","Utility","1777487615000","1780084809000","1777892400000","1782849600000","Weekdays","0","","","Utility","Tristar Electric Inc.","Utility","Toronto-TMC: Replacing Poles & OH Conductors, 1 pole at a time.

This work requires returning to the same pole multiple times, as different stages of the job must be completed at separate intervals. The requested time frame accounts for these repeat visits and ensures all work at the identified pole can be completed as planned.

This project is a joint venture involving several parties. We are a contractor to Toronto Hydro and were advised by the city to use Form 4 for this submission, as noted in the attached email for reference.

In addition, this RoDAR was prepared in the same manner previously approved under RoDAR Tor-RD042025-643, which the exact submission. At the time, the use of Form 4 was accepted without issue.","No","Browning Ave","Browning Ave","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.346500,43.683310],[-79.346530,43.683380]","High","High"
"Tor-RD042026-497","Sammon Ave","Sammon Ave 6 m East of Ln E Pape S Sammon to 11 m East of Ln E Pape S Sammon","EAST YORK","43.684550","-79.346290","Local Road","1","0","Utility","1777487618000","1780084809000","1777892400000","1782849600000","Weekdays","0","","","Utility","Tristar Electric Inc.","Utility","Toronto-TMC: C-200380-ZP1898-HR007 OL N Sammon Ave Crossover 
Replacing Pole

This work requires returning to the same pole multiple times, as different stages of the job must be completed at separate intervals. The requested time frame accounts for these repeat visits and ensures all work at the identified pole can be completed as planned.

This project is a joint venture involving several parties. We are a contractor to Toronto Hydro and were advised by the city to use Form 4 for this submission, as noted in the attached email for reference.

In addition, this RoDAR was prepared in the same manner previously approved under RoDAR RD042026-27, which the exact submission. At the time, the use of Form 4 was accepted without issue.","No","Ln E Pape S Sammon","Ln E Pape S Sammon","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.346290,43.684550],[-79.346220,43.684560]","Low","Low"
"Tor-RD52026-1069-5","Kipling Ave","Kipling Ave 41 m South of Tyre Ave to 69 m South of Tyre Ave","ETOBICOKE","43.644700","-79.536630","Major Arterial Road","1","0","{"tabledata":[{"Option":"Transportation Services"","1779986713000","1780084809000","1779886800000","1780689600000","Weekdays","0","","","{"tabledata":[{"Option":"Transportation Services"","Stratton Prime Drilling Inc","{"tabledata":[{"Option":"Transportation Services"","Toronto-TMC: Coordinated Toronto Water and Transportation Services Program Assignments","No","Tyre Ave","Tyre Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.536630,43.644700],[-79.536530,43.644460]","High","High"
"Tor-RD012026-651","Steeles Ave E","Steeles Ave E 29 m East of Beare Rd to 207 m East of Beare Rd","SCARBOROUGH","43.853250","-79.179680","Minor Arterial Road","1","0","Telecommunications","1777383713000","1780084809000","1777640400000","1782849600000","Weekdays","0","","","Telecommunications","Apex Fibre Limited","Telecommunications","Toronto-TMC: Installation of Fibre Optics Cable for Telecommunication services at Steels Ave E","No","Beare Rd","Beare Rd","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.179680,43.853250],[-79.177590,43.853790],[-79.177590,43.853790],[-79.176970,43.853950],[-79.176500,43.854060],[-79.176170,43.854140]","Low","Low"
"Tor-RD042026-506-1","Pape Ave","Pape Ave 11 m North of Browning Ave to 1 m North of Browning Ave","EAST YORK","43.683290","-79.346490","Major Arterial Road","1","0","Utility","1777487615000","1780084809000","1777892400000","1782849600000","Weekdays","0","","","Utility","Tristar Electric Inc.","Utility","Toronto-TMC: Replacing Poles & OH Conductors, 1 pole at a time.

This work requires returning to the same pole multiple times, as different stages of the job must be completed at separate intervals. The requested time frame accounts for these repeat visits and ensures all work at the identified pole can be completed as planned.

This project is a joint venture involving several parties. We are a contractor to Toronto Hydro and were advised by the city to use Form 4 for this submission, as noted in the attached email for reference.

In addition, this RoDAR was prepared in the same manner previously approved under RoDAR Tor-RD042025-643, which the exact submission. At the time, the use of Form 4 was accepted without issue.","No","Browning Ave","Browning Ave","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.346490,43.683290],[-79.346450,43.683210]","High","High"
"Tor-RD042026-506-2","Pape Ave","Pape Ave 11 m North of Sammon Ave to 4 m North of Sammon Ave","EAST YORK","43.684520","-79.346960","Major Arterial Road","1","0","Utility","1777487615000","1780084809000","1777892400000","1782849600000","Weekdays","0","","","Utility","Tristar Electric Inc.","Utility","Toronto-TMC: Replacing Poles & OH Conductors, 1 pole at a time.

This work requires returning to the same pole multiple times, as different stages of the job must be completed at separate intervals. The requested time frame accounts for these repeat visits and ensures all work at the identified pole can be completed as planned.

This project is a joint venture involving several parties. We are a contractor to Toronto Hydro and were advised by the city to use Form 4 for this submission, as noted in the attached email for reference.

In addition, this RoDAR was prepared in the same manner previously approved under RoDAR Tor-RD042025-643, which the exact submission. At the time, the use of Form 4 was accepted without issue.","No","Sammon Ave","Sammon Ave","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.346960,43.684520],[-79.346950,43.684490],[-79.346940,43.684460]","High","High"
"Tor-RD52026-1729","Kipling Ave","Kipling Ave at Princess Margaret Blvd to 9 m North of Princess Margaret Blvd","ETOBICOKE","43.670080","-79.547750","Major Arterial Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778073183000","1780084809000","1779195600000","1780430400000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Sunrise Contracting Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: ROAD CUT REPAIR ON KIPLING JUST NORTH OF PRINCESS MARGARET BLVD.  CITY OF TORONTO CONTRACT 24TW-DC-313OCS - TORONTO WATER UTILITY CUT REPAIRS.

2 WEEK WINDOW DUE TO AMOUNT OF LOCATIONS THAT CAN BE COMPLETED AND WEATHER PERMITTING AND WE ANT TO COMPLETE DURING AN APPROVAL TIME.","No","Princess Margaret Blvd","Princess Margaret Blvd","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.547750,43.670080],[-79.547780,43.670160]","High","High"
"Tor-RD52026-1814-1","Broadway Ave","Broadway Ave 21 m East of Bayview Ave to 5 m East of Bayview Ave","EAST YORK","43.713880","-79.377360","Local Road","1","0","{"tabledata":[{"Option":"Toronto Water"","1778245560000","1780084809000","1778245200000","1781121600000","Weekdays","0","","","{"tabledata":[{"Option":"Toronto Water"","Aqua Tech Solutions Inc.","{"tabledata":[{"Option":"Toronto Water"","Toronto-TMC: Full Length Trenchless Rehabilitation of Existing Gravity Sewers and Related Works
The crew will be working simultaneously from one manhole to another, NOT IN PHASES. The lining process rehabilitates the pipe internally and requires access between both manholes for installation. 

Lane closure will only be implemented  during active work periods. Every effort will be made to minimize traffic disruption. The crew will mobilize to multiple locations within the approved limits and complete as feasible per day, depending on pipe conditions and site constraints.","No","Bayview Ave","Bayview Ave","","ONE_DIRECTION","CONSTRUCTION","","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","09:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.377360,43.713880],[-79.377560,43.713860]","Low","Low"
"Tor-RD1H2026-890-4","Loganberry Cres","Loganberry Cres 55 m East of Duncan Creek Trl to 70 m East of Duncan Creek Trl","NORTH YORK","43.802620","-79.356350","Local Road","1","0","Toronto Hydro","1778509077000","1780084809000","1779102000000","1781899200000","Weekdays","0","","","Toronto Hydro","Tristar Electrical Inc","Toronto Hydro","Toronto-TMC: Working on one work zone at a time to replace cables from existing underground transformers and splice vaults. No new excavation or ground cuts. Please note that due to the nature of our work, multiple visits to each work zone are required, and therefore we cannot predetermine the exact date for each specific location.

Traffic plans and temp. street occupation permit attached.","No","Duncan Creek Trl","Duncan Creek Trl","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.356350,43.802620],[-79.356170,43.802660]","Low","Low"
"Tor-RD1H2026-890-5","Loganberry Cres","Loganberry Cres 104 m South of Mistflower Rd to 99 m South of Mistflower Rd","NORTH YORK","43.802910","-79.355120","Local Road","1","0","Toronto Hydro","1778509077000","1780084809000","1779102000000","1781899200000","Weekdays","0","","","Toronto Hydro","Tristar Electrical Inc","Toronto Hydro","Toronto-TMC: Working on one work zone at a time to replace cables from existing underground transformers and splice vaults. No new excavation or ground cuts. Please note that due to the nature of our work, multiple visits to each work zone are required, and therefore we cannot predetermine the exact date for each specific location.

Traffic plans and temp. street occupation permit attached.","No","Mistflower Rd","Mistflower Rd","","ONE_DIRECTION","CONSTRUCTION","","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","07:00-16:00","","","","https://www.toronto.ca/services-payments/streets-parking-transportation/road-restrictions-closures/restrictions-map/","[-79.355120,43.802910],[-79.354940,43.802950]","Low","Low"
